date,price,returns,,intervalos,normal,,,,,,,,,,,,,,
Aug-19,1500.41,6.01%,,,,,,,,,,,,,,,,,
Sep-19,1510.58,0.68%,,,,,,,,,,,,,,,,,
Oct-19,1494.81,-1.05%,,,,,,,,,,,,,,,,,
Nov-19,1470.79,-1.62%,,,,,,,,,,,,,,,,,
Dec-19,1479.13,0.57%,,,,,,,,,,,,,,,,,
Jan-20,1560.67,5.37%,,,,,,,,,,,,,,,,,
Feb-20,1597.10,2.31%,,,,,,,,,,,,,,,,,
Mar-20,1591.93,-0.32%,,,,,,,,,,,,,,,,,
Apr-20,1683.17,5.57%,,,,,,,,,,,,,,,,,
May-20,1715.91,1.93%,,,,,,,,,,,,,,,,,
Jun-20,1732.22,0.95%,,,,,,,,,,,,,,,,,
Jul-20,1846.51,6.39%,,,,,,,,,,,,,,,,,
Aug-20,1968.63,6.40%,,,,,,,,,,,,,,,,,
Sep-20,1921.92,-2.40%,,,,,,,,,,,,,,,,,
Oct-20,1900.27,-1.13%,,,,,,,,,,,,,,,,,
Nov-20,1866.30,-1.80%,,,,,,,,,,,,,,,,,
Dec-20,1858.42,-0.42%,,,,,,,,,,,,,,,,,
Jan-21,1866.98,0.46%,,,,,,,,,,,,,,,,,
Feb-21,1808.17,-3.20%,,,,,,,,,,,,,,,,,
Mar-21,1718.23,-5.10%,,,,,,,,,,,,,,,,,
Apr-21,1760.04,2.40%,,,,,,,,,,,,,,,,,
May-21,1850.26,5.00%,,,,,,,,,,,,,,,,,
Jun-21,1834.57,-0.85%,,,,,,,,,,,,,,,,,
Jul-21,1807.84,-1.47%,,,,,,,,,,,,,,,,,
Aug-21,1785.28,-1.26%,,,,,,,,,,,,,,,,,
Sep-21,1775.14,-0.57%,,,,,,,,,,,,,,,,,
Oct-21,1776.85,0.10%,,,,,,,,,,,,,,,,,
Nov-21,1821.76,2.50%,,,,,,,,,,,,,,,,,
Dec-21,1790.43,-1.73%,,,,,,,,,,,,,,,,,
Jan-22,1816.02,1.42%,,,,,,,,,,,,,,,,,
Feb-22,1856.30,2.19%,,,,,,,,,,,,,,,,,
Mar-22,1947.83,4.81%,,,,,,,,,,,,,,,,,
Apr-22,1936.86,-0.56%,,,,,,,,,,,,,,,,,
May-22,1848.50,-4.67%,,,,,,,,,,,,,,,,,
Jun-22,1836.57,-0.65%,,,,,,,,,,,,,,,,,
Jul-22,1732.74,-5.82%,,,,,,,,,,,,,,,,,
Aug-22,1764.56,1.82%,,,,,,,,,,,,,,,,,
Sep-22,1680.78,-4.86%,,,,,,,,,,,,,,,,,
Oct-22,1664.45,-0.98%,,,,,,,,,,,,,,,,,
Nov-22,1725.07,3.58%,,,,,,,,,,,,,,,,,
Dec-22,1797.55,4.12%,,,,,,,,,,,,,,,,,
Jan-23,1897.71,5.42%,,,,,,,,,,,,,,,,,
Feb-23,1854.54,-2.30%,,,,,,,,,,,,,,,,,
Mar-23,1912.73,3.09%,,,,,,,,,,,,,,,,,
Apr-23,1999.77,4.45%,,,,,,,,,,,,,,,,,
May-23,1992.13,-0.38%,,,,,,,,,,,,,,,,,
Jun-23,1942.90,-2.50%,,,,,,,,,,,,,,,,,
Jul-23,1951.02,0.42%,,,,,,,,,,,,,,,,,
Aug-23,1918.70,-1.67%,,,,,,,,,,,,,,,,,
Sep-23,1915.95,-0.14%,,,,,,,,,,,,,,,,,
Oct-23,1916.25,0.02%,,,,,,,,,,,,,,,,,
Nov-23,1984.11,3.48%,,,,,,,,,,,,,,,,,
Dec-23,2026.18,2.10%,,,,,,,,,,,,,,,,,
Jan-24,2034.04,0.39%,,,,,,,,,,,,,,,,,
Feb-24,2023.24,-0.53%,,,,,,,,,,,,,,,,,
Mar-24,2158.01,6.45%,,,,,,,,,,,,,,,,,
Apr-24,2331.45,7.73%,,,,,,,,,,,,,,,,,
May-24,2351.13,0.84%,,,,,,,,,,,,,,,,,
Jun-24,2326.44,-1.06%,,,,,,,,,,,,,,,,,
Jul-24,2398.20,3.04%,,,,,,,,,,,,,,,,,
Aug-24,2470.15,2.96%,,,,,,,,,,,,,,,,,
Sep-24,2570.55,3.98%,,,,,,,,,,,,,,,,,
Oct-24,2690.08,4.55%,,,,,,,,,,,,,,,,,
Nov-24,2651.13,-1.46%,,,,,,,,,,,,,,,,,
Dec-24,2648.01,-0.12%,,,,,,,,,,,,,,,,,
Jan-25,2709.69,2.30%,,,,,,,,,,,,,,,,,
Feb-25,2894.73,6.61%,,,,,,,,,,,,,,,,,
Mar-25,2983.25,3.01%,,,,,,,,,,,,,,,,,
Apr-25,3217.64,7.56%,,,,,,,,,,,,,,,,,
May-25,3309.49,2.81%,,,,,,,,,,,,,,,,,
Jun-25,3352.66,1.30%,,,,,,,,,,,,,,,,,
Jul-25,3340.15,-0.37%,,,,,,,,,,,,,,,,,
Aug-25,3368.03,0.83%,,,,,,,,,,,,,,,,,
Sep-25,3667.68,8.52%,,,,,,,,,,,,,,,,,

